ProvinceEN,ZipCode,latitude,longitude
Pattani,94000,6.854461538,101.2708462
Pattani,94110,6.6961,101.5882
Pattani,94120,6.724,101.09625
Pattani,94130,6.812111111,101.5105556
Pattani,94140,6.69675,101.406875
Pattani,94150,6.8313125,101.38725
Pattani,94160,6.733916667,101.30375
Pattani,94170,6.802,101.1859167
Pattani,94180,6.668285714,101.1987143
Pattani,94190,6.7566,101.4792
Pattani,94220,6.61875,101.67075
Pattani,94230,6.603666667,101.5396667
Phang-nga,82000,8.469222222,98.514
Phang-nga,82110,8.8302,98.3526
Phang-nga,82120,8.484666667,98.3045
Phang-nga,82130,8.293,98.445
Phang-nga,82140,8.225,98.332
Phang-nga,82150,9.024227273,97.87445455
Phang-nga,82160,8.1055,98.5905
Phang-nga,82170,8.7238,98.4514
Phang-nga,82180,8.5215,98.632
Phang-nga,82190,8.826333333,98.28433333
Phang-nga,83000,7.894333333,98.59033333
Phatthalung,93000,7.585666667,100.035381
Phatthalung,93110,7.7372,99.9831
Phatthalung,93120,7.327142857,100.3172857
Phatthalung,93130,7.478,100.1345
Phatthalung,93140,7.425333333,100.1663333
Phatthalung,93150,7.776333333,100.1193333
Phatthalung,93160,7.292,100.0593333
Phatthalung,93170,7.2474,100.1536
Phatthalung,93180,7.411666667,99.91866667
Phatthalung,93190,7.697333333,99.85833333
Phayao,56000,19.19061111,99.86761111
Phayao,56110,19.5371875,100.3314375
Phayao,56120,19.15258333,100.0325
Phayao,56130,19.37016667,99.79083333
Phayao,56140,19.19871429,100.3588571
Phayao,56150,19.37742857,100.1375714
Phayao,56160,18.91633333,100.3193333
Phetchabun,67000,16.41233333,101.18225
Phetchabun,67110,16.74986364,101.2475909
Phetchabun,67120,16.939,101.2376667
Phetchabun,67130,15.700625,101.1615
Phetchabun,67140,15.9882,101.1386
Phetchabun,67150,16.12383333,100.863
Phetchabun,67160,15.839125,100.993625
Phetchabun,67170,15.43871429,101.1005714
Phetchabun,67180,15.6096,100.9704
Phetchabun,67190,16.12033333,100.7156667
Phetchabun,67210,16.208,101.1155
Phetchabun,67220,16.10566667,101.023
Phetchabun,67230,15.747,100.861
Phetchabun,67240,16.3352,100.7834
Phetchabun,67250,16.59,101.134
Phetchabun,67260,16.8365,101.61575
Phetchabun,67270,16.5982,100.9738
Phetchabun,67280,16.806,101.035
Phetchaburi,76000,13.09778261,99.95447826
Phetchaburi,76100,13.0255,100.06
Phetchaburi,76110,13.18288889,99.97933333
Phetchaburi,76120,12.78488889,99.90511111
Phetchaburi,76130,12.90891667,99.8715
Phetchaburi,76140,13.2388,99.8141
Phetchaburi,76150,13.05194118,99.88605882
Phetchaburi,76160,13.132,99.58825
Phetchaburi,76170,12.88916667,99.5775
Phichit,66000,16.443,100.343
Phichit,66110,16.20583333,100.3936667
Phichit,66120,16.037375,100.429
Phichit,66130,16.0989375,100.2218125
Phichit,66140,16.467,100.1252857
Phichit,66150,16.1485,100.54275
Phichit,66160,16.5186,100.5316
Phichit,66180,16.37675,100.5525
Phichit,66190,16.31228571,100.1917143
Phichit,66210,16.01583333,100.6026667
Phichit,66220,16.591,100.1665
Phichit,66230,16.2335,100.603
Phitsanulok,65000,16.84527778,100.2546667
Phitsanulok,65110,16.59457143,100.2971429
Phitsanulok,65120,17.13372727,100.8492727
Phitsanulok,65130,16.74544444,100.455
Phitsanulok,65140,16.69288889,100.0634444
Phitsanulok,65150,17.01314286,100.1732857
Phitsanulok,65160,17.08716667,100.3371667
Phitsanulok,65170,17.3235,100.6378333
Phitsanulok,65180,17.1262,100.1202
Phitsanulok,65190,16.527,100.6648571
Phitsanulok,65210,16.568,100.451
Phitsanulok,65220,16.962,100.587
Phitsanulok,65230,16.67933333,100.2496667
Phitsanulok,65240,16.79,99.9695
Phra Nakhon Si Ayutthaya,13000,14.35542857,100.5619048
Phra Nakhon Si Ayutthaya,13110,14.31170588,100.3804706
Phra Nakhon Si Ayutthaya,13120,14.45990909,100.3819091
Phra Nakhon Si Ayutthaya,13130,14.5382,100.7109
Phra Nakhon Si Ayutthaya,13140,14.441125,100.724125
Phra Nakhon Si Ayutthaya,13150,14.56958333,100.5346667
Phra Nakhon Si Ayutthaya,13160,14.25333333,100.5853333
Phra Nakhon Si Ayutthaya,13170,14.24627273,100.7200909
Phra Nakhon Si Ayutthaya,13180,14.16,100.594
Phra Nakhon Si Ayutthaya,13190,14.23710526,100.4763684
Phra Nakhon Si Ayutthaya,13210,14.355,100.6899091
Phra Nakhon Si Ayutthaya,13220,14.47288235,100.5437647
Phra Nakhon Si Ayutthaya,13230,14.16628571,100.3497143
Phra Nakhon Si Ayutthaya,13240,14.6412,100.562
Phra Nakhon Si Ayutthaya,13250,14.3863125,100.4631875
Phra Nakhon Si Ayutthaya,13260,14.46308333,100.6285
Phra Nakhon Si Ayutthaya,13270,14.3095,100.3
Phra Nakhon Si Ayutthaya,13280,14.4482,100.3054
Phra Nakhon Si Ayutthaya,13290,14.16033333,100.534
Phrae,54000,18.16128571,100.1902381
Phrae,54110,17.9524,100.0362
Phrae,54120,18.46,100.200375
Phrae,54130,18.05327273,100.1249091
Phrae,54140,18.33045455,100.3395455
Phrae,54150,18.08255556,99.85255556
Phrae,54160,17.87314286,99.581
Phrae,54170,18.2865,100.1775
Phuket,83000,7.927571429,98.41957143
Phuket,83100,7.828,98.293
Phuket,83110,8.06525,98.38283333
Phuket,83120,7.914,98.338
Phuket,83130,7.711166667,98.33658333
Phuket,83150,7.9245,98.2985
Prachin Buri,25000,14.05577778,101.3865556
Prachin Buri,25110,13.93253846,101.7664615
Prachin Buri,25130,14.083125,101.558375
Prachin Buri,25140,13.9126,101.5213
Prachin Buri,25150,13.94244444,101.2446667
Prachin Buri,25190,13.8925,101.4105
Prachin Buri,25220,14.15433333,101.828
Prachin Buri,25230,14.14566667,101.3456667
Prachin Buri,25240,13.999,101.77
Prachuap Khiri Khan,77000,11.7964,99.7222
Prachuap Khiri Khan,77110,12.521,99.78685714
Prachuap Khiri Khan,77120,12.37466667,99.83683333
Prachuap Khiri Khan,77130,11.55383333,99.56733333
Prachuap Khiri Khan,77140,11.221,99.50866667
Prachuap Khiri Khan,77150,12.11483333,99.847
Prachuap Khiri Khan,77170,11.0592,99.373
Prachuap Khiri Khan,77180,12.2615,99.65125
Prachuap Khiri Khan,77190,11.3465,99.499
Prachuap Khiri Khan,77210,11.996,99.771
Prachuap Khiri Khan,77220,12.381,99.981
Prachuap Khiri Khan,77230,11.2515,99.381
Ranong,85000,9.85632,98.52428
Ranong,85110,10.43614286,98.82785714
Ranong,85120,9.518238095,98.466
Ranong,85130,10.082125,98.77775
Ratchaburi,70000,13.54381818,99.80454545
Ratchaburi,70110,13.80628571,99.8525
Ratchaburi,70120,13.69673684,99.81510526
Ratchaburi,70130,13.55054545,99.95863636
Ratchaburi,70140,13.38308333,99.762
Ratchaburi,70150,13.65166667,99.52716667
Ratchaburi,70160,13.67485714,99.97242857
Ratchaburi,70170,13.44866667,99.865
Ratchaburi,70180,13.46842857,99.37957143
Ratchaburi,70190,13.908,99.868
Ratchaburi,70210,13.5815,100.026
Rayong,21000,12.694375,101.304125
Rayong,21100,12.782,101.464
Rayong,21110,12.84438462,101.6402308
Rayong,21120,12.80285714,101.3238571
Rayong,21130,12.74133333,101.0556667
Rayong,21140,12.98433333,101.2443333
Rayong,21150,12.6555,101.1736667
Rayong,21160,12.62,101.4466667
Rayong,21170,12.737,101.7436667
Rayong,21180,12.84675,101.1515
Rayong,21190,12.608,101.6195714
Rayong,21210,12.93275,101.5185
Rayong,22160,12.815,101.792
Roi Et,45000,16.0556129,103.604129
Roi Et,45110,16.26492308,103.9600769
Roi Et,45120,16.06616667,103.9904444
Roi Et,45130,15.6234,103.8349333
Roi Et,45140,15.66105882,104.0639412
Roi Et,45150,15.62323077,103.5597692
Roi Et,45160,15.847,103.8636667
Roi Et,45170,16.026375,103.79275
Roi Et,45180,15.82625,103.5514167
Roi Et,45190,15.628375,103.389
Roi Et,45210,16.30177778,104.2146667
Roi Et,45220,15.7878,103.7492
Roi Et,45230,16.29777778,103.7925556
Roi Et,45240,15.488,103.9396
Roi Et,45250,16.3865,104.11375
Roi Et,45280,16.065,103.4835
Sa kaeo,27000,13.80266667,102.07325
Sa kaeo,27120,13.6912,102.5079333
Sa kaeo,27160,13.84518182,102.3506364
Sa kaeo,27180,13.98757143,102.7095714
Sa kaeo,27210,13.519,102.10225
Sa kaeo,27250,13.365,102.109
Sa kaeo,27260,13.49285714,102.278
Sakon Nakhon,47000,17.13830769,104.1556923
Sakon Nakhon,47110,17.45736364,103.3966364
Sakon Nakhon,47120,17.65171429,103.7292857
Sakon Nakhon,47130,17.3435,103.889875
Sakon Nakhon,47140,17.88977778,103.5306667
Sakon Nakhon,47150,17.2758,103.5868
Sakon Nakhon,47160,17.386,103.7456
Sakon Nakhon,47170,17.64225,103.9735
Sakon Nakhon,47180,16.99271429,103.8864286
Sakon Nakhon,47190,17.3235,103.4645
Sakon Nakhon,47210,17.34433333,104.3503333
Sakon Nakhon,47220,17.2845,103.98875
Sakon Nakhon,47230,17.256,104.26375
Sakon Nakhon,47240,17.4114,103.5906
Sakon Nakhon,47250,17.829,103.7885
Sakon Nakhon,47260,16.969,104.1675
Sakon Nakhon,47270,17.15625,103.73325
Sakon Nakhon,47280,17.03775,104.31375
Sakon Nakhon,47290,17.6222,103.5322
Samut Prakarn,10130,13.6584,100.5544
Samut Prakarn,10270,13.622,100.605
Samut Prakarn,10280,13.51,100.751
Samut Prakarn,10290,13.5668,100.5274
Samut Prakarn,10540,13.64333333,100.8056667
Samut Sakhon,74000,13.53783333,100.2505556
Samut Sakhon,74110,13.65022222,100.2637778
Samut Sakhon,74120,13.60266667,100.1256667
Samut Sakhon,74130,13.702,100.308
Samut Songkhram,75000,13.40718182,99.99809091
Samut Songkhram,75110,13.40325,99.92625
Samut Songkhram,75120,13.47484615,99.94569231
Saraburi,18000,14.53746667,100.9152667
Saraburi,18110,14.58915385,101.0243846
Saraburi,18120,14.714875,100.809875
Saraburi,18130,14.612875,100.713125
Saraburi,18140,14.33622222,100.8541111
Saraburi,18150,14.3475,100.987
Saraburi,18160,14.567,100.8428333
Saraburi,18170,14.487375,100.802375
Saraburi,18180,14.656,101.2113333
Saraburi,18190,14.6995,100.69125
Saraburi,18210,14.604,100.618
Saraburi,18220,14.839,101.177
Saraburi,18230,14.41283333,100.89
Saraburi,18240,14.6845,100.9045
Saraburi,18250,14.41233333,100.8013333
Saraburi,18260,14.605,101.095
Saraburi,18270,14.584,100.767
Saraburi,30130,14.939,101.374
Satun,91000,6.611542373,99.64359322
Satun,91110,6.903285714,99.77657143
Satun,91120,7.0466,99.75
Satun,91130,6.943,99.9942
Satun,91140,6.72175,100.04925
Satun,91150,6.809,99.91825
Satun,91160,6.7745,100.0965
Si Sa Ket,33000,15.0770625,104.3486875
Si Sa Ket,33110,14.63748,104.6772
Si Sa Ket,33120,15.15574074,104.1270741
Si Sa Ket,33130,15.06768182,104.5564545
Si Sa Ket,33140,14.68513793,104.1765172
Si Sa Ket,33150,14.60875,104.41975
Si Sa Ket,33160,15.38247059,104.1610588
Si Sa Ket,33170,14.8559,104.0387
Si Sa Ket,33180,14.79483333,104.3415
Si Sa Ket,33190,15.23757143,104.3875714
Si Sa Ket,33210,15.015,104.0365
Si Sa Ket,33220,15.3125,104.0635
Si Sa Ket,33230,14.9072,104.3794
Si Sa Ket,33240,14.80114286,104.4828571
Si Sa Ket,33250,14.9078,104.6752
Si Sa Ket,33270,14.956875,104.219875
Sing Buri,16000,14.8995,100.40225
Sing Buri,16110,15.0189,100.3471
Sing Buri,16120,14.78666667,100.4415
Sing Buri,16130,14.897125,100.28775
Sing Buri,16140,14.778,100.39075
Sing Buri,16150,14.82083333,100.296
Sing Buri,16160,14.837,100.451
Songkhla,90000,7.13325,100.62575
Songkhla,90100,7.146333333,100.549
Songkhla,90110,7.0444,100.4477333
Songkhla,90115,6.882,100.31
Songkhla,90120,6.62025,100.44675
Songkhla,90130,6.896214286,100.6983571
Songkhla,90140,7.7778125,100.309875
Songkhla,90150,6.8262,100.9318
Songkhla,90160,6.6661,100.6773
Songkhla,90170,6.781,100.468
Songkhla,90180,7.1172,100.222
Songkhla,90190,7.484181818,100.4224545
Songkhla,90210,6.558888889,100.9376667
Songkhla,90220,7.1975,100.3755
Songkhla,90230,6.857,100.42975
Songkhla,90240,6.7425,100.3095
Songkhla,90250,6.929,100.49
Songkhla,90260,6.742,100.8915
Songkhla,90270,7.6056,100.3151
Songkhla,90280,7.2234,100.5382
Songkhla,90310,6.949,100.557
Songkhla,90330,7.301857143,100.4638571
Sukhothai,64000,16.9826,99.825
Sukhothai,64110,17.28814286,99.82642857
Sukhothai,64120,17.15661538,99.80215385
Sukhothai,64130,17.55144444,99.75655556
Sukhothai,64140,17.02428571,99.51742857
Sukhothai,64150,17.357,99.54266667
Sukhothai,64160,16.8318,99.7619
Sukhothai,64170,16.944,99.98363636
Sukhothai,64180,17.372,99.9674
Sukhothai,64190,17.4265,99.812
Sukhothai,64210,17.064,99.6845
Sukhothai,64220,17.054,99.8865
Sukhothai,64230,17.2855,99.6475
Suphan Buri,72000,14.47728571,100.1319286
Suphan Buri,72110,14.21578571,100.0442143
Suphan Buri,72120,14.871,100.0611538
Suphan Buri,72130,14.75714286,100.0692857
Suphan Buri,72140,14.63,100.145
Suphan Buri,72150,14.35342857,100.143
Suphan Buri,72160,14.4004,99.8936
Suphan Buri,72170,14.65375,99.94075
Suphan Buri,72180,14.869,99.53985714
Suphan Buri,72190,14.13,99.849
Suphan Buri,72210,14.442,99.998
Suphan Buri,72220,14.263,99.91
Suphan Buri,72230,14.53333333,100.0083333
Suphan Buri,72240,14.782,99.83966667
Suphan Buri,72250,14.643,99.865
Surat Thani,84000,9.1393,99.3141
Surat Thani,84100,9.023,99.353
Surat Thani,84110,9.417555556,99.15544444
Surat Thani,84120,8.820857143,99.373
Surat Thani,84130,9.0688125,99.16025
Surat Thani,84140,9.604125,99.72255357
Surat Thani,84150,9.2915,99.09366667
Surat Thani,84160,9.120818182,99.52836364
Surat Thani,84170,9.604333333,99.03966667
Surat Thani,84180,9.0689,98.9324
Surat Thani,84190,8.5974,99.3458
Surat Thani,84210,8.555375,99.1505
Surat Thani,84220,9.302285714,99.68371429
Surat Thani,84230,8.97875,98.8275
Surat Thani,84240,8.90575,99.278
Surat Thani,84250,8.800166667,98.79633333
Surat Thani,84260,8.78575,99.16125
Surat Thani,84270,8.71,99.347
Surat Thani,84280,9.7398,99.9922
Surat Thani,84290,9.112666667,99.40133333
Surat Thani,84310,9.468,100.032
Surat Thani,84320,9.533,100.06
Surat Thani,84330,9.563,99.967
Surat Thani,84340,9.134,99.701
Surat Thani,84350,8.45225,99.0665
Surin,32000,14.91738462,103.5336154
Surin,32110,14.95333333,103.7905333
Surin,32120,15.2971,103.6404
Surin,32130,15.29364706,103.8961176
Surin,32140,14.60709091,103.3849091
Surin,32150,14.65394118,103.8539412
Surin,32160,15.17085714,103.7792857
Surin,32170,15.0464,103.9405
Surin,32180,15.13833333,103.59
Surin,32190,15.3885,103.3335
Surin,32210,14.47116667,103.5928333
Surin,32220,14.7276,103.7008
Surin,32230,14.52166667,103.9703333
Tak,63000,16.83538462,99.16569231
Tak,63110,16.7043,98.6535
Tak,63120,17.08242857,99.07271429
Tak,63130,17.26366667,99.03633333
Tak,63140,17.04383333,98.59816667
Tak,63150,17.46333333,98.12316667
Tak,63160,16.4518,98.769
Tak,63170,15.951,98.86233333
Trang,92000,7.577928571,99.59664286
Trang,92110,7.38955,99.4529
Trang,92120,7.11385,99.5327
Trang,92130,7.819727273,99.62463636
Trang,92140,7.401727273,99.71445455
Trang,92150,7.567333333,99.31311111
Trang,92160,7.96575,99.65825
Trang,92170,7.558714286,99.71957143
Trang,92180,7.25,99.797
Trang,92190,7.6805,99.61775
Trang,92210,7.78325,99.4835
Trang,92220,7.72875,99.401
Trat,23000,11.97980645,102.4999355
Trat,23110,11.79433333,102.8676667
Trat,23120,12.2155,102.3795
Trat,23130,12.40766667,102.4896667
Trat,23140,12.5754,102.5478
Trat,23150,12.4482,102.3912
Trat,23170,12.07566667,102.2996667
Ubon Ratchathani,34000,15.34766667,104.8897222
Ubon Ratchathani,34110,15.15121429,105.2487143
Ubon Ratchathani,34130,15.61730435,105.0575217
Ubon Ratchathani,34140,15.52771429,104.7182143
Ubon Ratchathani,34150,15.35657143,104.5492143
Ubon Ratchathani,34160,14.85366667,105.0236667
Ubon Ratchathani,34170,15.957,105.1895385
Ubon Ratchathani,34190,15.16305882,104.9182353
Ubon Ratchathani,34220,15.397,105.489
Ubon Ratchathani,34230,14.77175,105.369625
Ubon Ratchathani,34250,15.52954545,105.3177273
Ubon Ratchathani,34260,14.53109091,104.977
Ubon Ratchathani,34270,15.804,105.0392
Ubon Ratchathani,34280,14.62166667,105.2136667
Ubon Ratchathani,34310,15.118,104.7456667
Ubon Ratchathani,34320,15.49475,104.44875
Ubon Ratchathani,34330,15.384,105.1556667
Ubon Ratchathani,34340,15.79233333,105.3335
Ubon Ratchathani,34350,15.15466667,105.4086667
Ubon Ratchathani,34360,14.98622222,104.7875556
Udon Thani,41000,17.40882353,102.7632941
Udon Thani,41110,17.11466667,103.0148333
Udon Thani,41130,17.3500625,103.0945625
Udon Thani,41150,17.64954545,102.9351818
Udon Thani,41160,17.65192308,102.4540769
Udon Thani,41190,17.69961538,103.2649231
Udon Thani,41210,17.74971429,102.2072857
Udon Thani,41220,17.11825,102.58775
Udon Thani,41230,17.01285714,103.2155714
Udon Thani,41240,16.96566667,102.8935
Udon Thani,41250,17.43814286,102.5331429
Udon Thani,41260,17.79566667,103.055
Udon Thani,41280,17.002,103.444
Udon Thani,41290,17.23125,103.2485
Udon Thani,41310,17.514,103.19725
Udon Thani,41320,17.38033333,103.2516667
Udon Thani,41330,17.2715,102.872
Udon Thani,41340,17.139,102.80675
Udon Thani,41360,17.28075,102.5805
Udon Thani,41370,17.141,102.912
Udon Thani,41380,17.92225,102.14375
Uthai Thani,61000,15.40414286,100.0221429
Uthai Thani,61110,15.38333333,99.80733333
Uthai Thani,61120,15.482,99.8561
Uthai Thani,61130,15.36175,99.945375
Uthai Thani,61140,15.13671429,99.45528571
Uthai Thani,61150,15.587,99.8
Uthai Thani,61160,15.46716667,99.54283333
Uthai Thani,61170,15.2975,99.588
Uthai Thani,61180,15.14916667,99.699
Uttaradit,53000,17.659625,100.20925
Uttaradit,53110,17.74342857,100.7127143
Uttaradit,53120,17.267,100.0962222
Uttaradit,53130,17.6868,100.0226
Uttaradit,53140,17.4626,100.1154
Uttaradit,53150,17.8542,100.365
Uttaradit,53160,17.96675,100.862
Uttaradit,53170,17.545,100.079
Uttaradit,53180,18.08175,101.047
Uttaradit,53190,17.7335,100.41
Uttaradit,53210,17.552,100.0043333
Uttaradit,53220,17.3745,100.154
Uttaradit,53230,17.51375,100.33425
Yala,95000,6.492615385,101.2483846
Yala,95110,5.8152,101.17
Yala,95120,6.460222222,101.1041111
Yala,95130,6.244666667,101.2765
Yala,95140,6.4798125,101.4168125
Yala,95150,6.141666667,101.169
Yala,95160,6.57025,101.1905
Yala,95170,6.102,101.384
Yasothon,35000,15.8435,104.1746111
Yasothon,35110,15.67933333,104.2947778
Yasothon,35120,16.16473333,104.4833333
Yasothon,35130,15.5144,104.2584
Yasothon,35140,16.036,104.2955556
Yasothon,35150,15.8214,104.3758
Yasothon,35160,15.3785,104.337
Yasothon,35170,15.9892,104.1976
Yasothon,35180,15.599,104.395